摸	to touch; to feel; to stroke	mō	(孩子 想 摸 小 动物) 可以 摸 ， 但是 要 轻轻 地 。	háizi xiǎng mō xiǎo dòngwù, kěyǐ mō, dànshì yào qīngqīng de .	 (A child wants to touch a small animal) It's okay to touch it, but gently.
单身	single; unmarried	dān shēn	他 现在 还是 单身 。	tā xiànzài háishi dānshēn .	He is still single.
思考	to reflect on; to ponder over	sī kǎo	我 需要 时间 思考 这 个 问题 。	wǒ xūyào shíjiān sīkǎo zhè ge wèntí .	I need time to think about this problem.
女王	queen	nǚ wáng	英国 女王 很 有名 。	Yīngguó nǚwáng hěn yǒumíng .	The Queen of England is very famous.
波	wave	bō	海 上 有 很 大 的 波 。	hǎi shang yǒu hěn dà de bō .	There are big waves on the sea.
揍	to beat up; to揍	zòu	他 被 人 揍 了 。	tā bèi rén zòu le .	He was beaten up.
按照	according to; in accordance with	àn zhào	请 按照 我 说 的 做 。	qǐng ànzhào wǒ shuō de zuò .	Please do as I say.
美妙	beautiful; wonderful; splendid	měi miào	这 音乐 真 美妙 。	zhè yīnyuè zhēn měimiào .	This music is truly wonderful.
失陪	excuse me (for leaving)	shī péi	我 有 事 ， 失陪 了 。	wǒ yǒushì, shīpéi le .	I have something to do, excuse me.
关闭	to close; to shut down	guān bì	请 你 关闭 电脑 。	qǐng nǐ guānbì diànnǎo .	Please shut down the computer.
擅长	to be good at; to be skilled in	shàn cháng	他 擅长 唱歌 。	tā shàncháng chànggē .	He is good at singing.
幻想	illusion; fantasy; to imagine	huàn xiǎng	这 只 是 我 的 幻想 。	zhè zhǐshì wǒ de huànxiǎng .	This is just my fantasy.
狼	wolf	láng	我 在 森林 里 看见 了 一 只 狼 。	wǒ zài sēnlín lǐ kànjiàn le yī zhī láng .	I saw a wolf in the forest.
忍受	to bear; to endure	rěn shòu	我 无法 忍受 这 种 声音 。	wǒ wúfǎ rěnshòu zhè zhǒng shēngyīn .	I can't stand this kind of noise.
英语	English (language)	Yīng yǔ	你 会 说 英语 吗 ？	nǐ huì shuō Yīngyǔ ma?	Can you speak English?
伙伴	partner; companion; buddy	huǒ bàn	他 是 我 的 工作 伙伴 。	tā shì wǒ de gōngzuò huǒbàn .	He is my work partner.
世纪	century	shì jì	这 是 二十一 世纪 。	zhè shì èrshíyī shìjì .	This is the twenty-first century.
达到	to reach; to achieve; to attain	dá dào	我们 终于 达到 了 目标 。	wǒmen zhōngyú dádào le mùbiāo .	We finally reached the goal.
运	to move; to transport; luck	yùn	这 辆 卡车 用来 运 货 。	zhè liàng kǎchē yònglái yùnhuò .	This truck is used to transport goods.
回忆	to recall; to recollect; memory	huí yì	这 让 我 想起 了 美好 的 回忆 。	zhè ràng wǒ xiǎngqǐ le měihǎo de huíyì .	This reminds me of beautiful memories.
邮件	mail; email	yóu jiàn	我 给 你 发 了 一 封 电子邮件 。	wǒ gěi nǐ fā le yī fēng diànzǐ yóujiàn .	I sent you an email.
动手	to start work; to get to work; to hit	dòng shǒu	我们 现在 开始 动手 吧 。	wǒmen xiànzài kāishǐ dòngshǒu ba .	Let's start working now.
总之	in a word; in short; in brief	zǒng zhī	总之 ， 这 不 是 我 的 错 。	zǒngzhī, zhè bùshì wǒ de cuò .	In short, this is not my fault.
不仅仅	not only	bù jǐn jǐn	他 不仅仅 会 说 汉语 ， 还 会 说 英语 。	tā bùjǐnjǐn huì shuō Hànyǔ, hái huì shuō Yīngyǔ .	He can not only speak Chinese, but also English.
能否	whether or not	néng fǒu	我 不 知道 他 能否 来 。	wǒ bù zhīdào tā néngfǒu lái .	I don't know whether or not he can come.
可不	exactly; right; that's just the way it is	kě bu	可不 ， 他 就 是 这样 的 人 。	kěbu, tā jiùshì zhèyàng de rén .	Exactly, he is just that kind of person.
干活	to work; to do manual labor	gàn huó	妈妈 在 厨房 干活 。	māmā zài chúfáng gànhuó .	Mom is working in the kitchen.
清理	to clean up; to clear; to tidy up	qīng lǐ	我们 要 清理 桌子 。	wǒmen yào qīnglǐ zhuōzi .	We need to clear the table.
陛下	Your Majesty; His Majesty; Her Majesty	bì xià	陛下 ， 晚餐 准备 好 了 。	Bìxià, wǎncān zhǔnbèi hǎo le .	Your Majesty, dinner is ready.
完毕	to finish; to end; to complete	wán bì	任务 完毕 。	rènwu wánbì .	Task completed.
血液	blood	xuè yè	医生 需要 抽血。	yīshēng xūyào chōuxuè.	The doctor needs to draw blood.
无论如何	in any case; at any rate; whatever happens	wú lùn rú hé	无论如何 ， 我 都 要 感谢 你 。	wúlùn rúhé, wǒ dōu yào gǎnxiè nǐ .	In any case, I want to thank you.
味	taste; smell; flavor	wèi	这 道 菜 味 怎么样 ？	zhè dào cài wèi zěnmeyàng?	How does this dish taste?
保佑	to bless and protect; blessing	bǎo yòu	保佑 他 一切顺利 。	bǎoyòu tā yīqiè shùnlì .	May everything go smoothly for him.
重点	emphasis; focal point; key point	zhòng diǎn	请 你 说 重点 。	qǐng nǐ shuō zhòngdiǎn .	Please get to the point.
在场	to be present; to be on the scene	zài chǎng	我 不 在场 ， 不 知道 发生 了 什么 事 。	wǒ búzài chǎng, bù zhīdào fāshēng le shénme shì .	I wasn't present; I don't know what happened.
不可	cannot; should not; must not	bù kě	这 里 不可 抽烟 。	zhèlǐ bùkě chōuyān .	Smoking is not allowed here.
教育	education; to educate	jiào yù	教育 很 重要 。	jiàoyù hěn zhòngyào .	Education is very important.
谎言	lie	huǎng yán	他 说 的 都 是 谎言 。	tā shuō de dōu shì huǎngyán .	Everything he said was lies.
遇见	to meet; to come across	yù jiàn	我 在 路上 遇见 了 他 哥哥	wǒ zài lùshang yùjiàn le tā gēge	I met his older brother on the road
葬礼	funeral	zàng lǐ	他 的 葬礼 在 明天 举行 。	tā de zànglǐ zài míngtiān jǔxíng .	His funeral will be held tomorrow.
某人	someone; somebody	mǒu rén	我 看见 某人 在 那里 。	wǒ kànjiàn mǒurén zài nàli .	I saw someone there.
委员会	committee	wěi yuán huì	他 是 这 个 委员会 的 成员 。	tā shì zhè ge wěiyuánhuì de chéngyuán .	He is a member of this committee.
机构	organization; institution; agency	jī gòu	这 是 一 个 政府 机构 。	zhè shì yī gè zhèngfǔ jīgòu .	This is a government agency.
亮	bright; light; to shine	liàng	房间 里 很 亮 。	fángjiān lǐ hěn liàng .	The room is very bright.
程度	degree; extent; level	chéng dù	他 的 汉语 水平 达到 了 什么 程度 ？	tā de Hànyǔ shuǐpíng dádào le shénme chéngdù?	What level has his Chinese proficiency reached?
碎	to break into pieces; broken; fragmentary	suì	杯子 掉 在 地上 碎 了 。	bēizi diào zài dìshang suì le .	The cup fell on the ground and broke.
即将	soon; will shortly; be about to	jí jiāng	电影 即将 开始 。	diànyǐng jíjiāng kāishǐ .	The movie is about to start.
钻石	diamond	zuàn shí	这 个 戒指 上 有 一 颗 钻石 。	zhè ge jièzhi shang yǒu yī kē zuànshí .	This ring has a diamond on it.
受不了	cannot stand; unable to bear	shòu bu liǎo	我 真 受不了 这 种 天气 。	wǒ zhēn shòubuliǎo zhè zhǒng tiānqì .	I really can't stand this kind of weather.
艰难	difficult; hard	jiān nán	她 艰难 地 做出 了 选择 。	tā jiānnán de zuòchū le xuǎnzé .	She made a difficult choice.
在于	to lie in; to rest with; to depend on	zài yú	问题 在于 我们 没有 时间 。	wèntí zàiyú wǒmen méiyǒu shíjiān .	The problem is that we don't have time.
教训	lesson; moral; to teach (someone) a lesson	jiào xun	孩子 从 这 次 错误 中 得到 了 教训 ， 以后 会 更 小心 的 。	háizi cóng zhè cì cuòwù zhōng dédào le jiàoxun, yǐhòu huì gèng xiǎoxīn de .	The child learned a lesson from this mistake and will be more careful in the future.
坦白	honest; frank; to confess	tǎn bái	请 你 坦白 告诉 我 。	qǐng nǐ tǎnbái gàosu wǒ .	Please tell me honestly.
订	to agree on; to book; to order	dìng	我 已经 订 了 房间 。	wǒ yǐjīng dìng le fángjiān .	I have already booked a room.
慈善	charitable; benevolent	cí shàn	她 经常 参与 慈善 工作 。	tā jīngcháng cānyù císhàn gōngzuò .	She often participates in charity work.
餐馆	restaurant	cān guǎn	这 家 餐馆 提供 很 好 的 服务 。	zhè jiā cānguǎn tígōng hěn hǎo de fúwù .	This restaurant provides very good service.
区别	difference; to distinguish	qū bié	这 两 个 东西 有 什么 区别 ？	zhè liǎng ge dōngxi yǒu shénme qūbié?	What's the difference between these two things?
背后	behind; at the back; in the rear	bèi hòu	他 站 在 我 的 背后 。	tā zhàn zài wǒ de bèihòu .	He stood behind me.
装置	device; equipment; installation	zhuāng zhì	这 是 一 个 新 的 安全 装置 。	zhè shì yī gè xīn de ānquán zhuāngzhì .	This is a new safety device.
权力	power; authority	quán lì	他 没有 权力 这样 做 。	tā méiyǒu quánlì zhèyàng zuò .	He has no power to do this.
三明治	sandwich	sān míng zhì	我 午餐 吃 了 一 个 三明治 。	wǒ wǔcān chī le yī gè sānmíngzhì .	I ate a sandwich for lunch.
棒球	baseball	bàng qiú	他 喜欢 打 棒球 。	tā xǐhuan dǎ bàngqiú .	He likes to play baseball.
聊聊	to chat a bit	liáo liao	我们 找 个 地方 聊聊 吧 。	wǒmen zhǎo ge dìfang liáoliao ba .	Let's find a place to chat.
左右	approximately; about; left and right	zuǒ yòu	他 大约 三十 岁 左右 。	tā dàyuē sānshí suì zuǒyòu .	He is approximately thirty years old.
学会	to learn; to master	xué huì	我 想 学会 开车 。	wǒ xiǎng xuéhuì kāichē .	I want to learn to drive.
稳定	stable; steady; to stabilize	wěn dìng	现在 情况 稳定 了 。	xiànzài qíngkuàng wěndìng le .	The situation is stable now.
尊敬	to respect; to honor	zūn jìng	我们 应该 尊敬 老师 。	wǒmen yīnggāi zūnjìng lǎoshī .	We should respect teachers.
区域	region; zone; district	qū yù	该 区域 的 天气 变化 很 快 。	gāi qūyù de tiānqì biànhuà hěn kuài .	The weather in this area changes very quickly.
数据	data	shù jù	分析 数据 可以 帮助 我们 了解 情况 。	fēnxī shùjù kěyǐ bāngzhù wǒmen liǎojiě qíngkuàng .	Analyzing the data can help us understand the situation.
玻璃	glass	bō li	小心 ， 别 碰 碎 玻璃 。	xiǎoxīn, bié pèng suì bōli .	Be careful, don't break the glass.
勇气	courage; bravery	yǒng qì	面对 困难 ， 我们 需要 勇气 。	miànduì kùnnan, wǒmen xūyào yǒngqì .	We need courage to face difficulties.
镜头	camera lens; shot; scene	jìng tóu	这 部 电影 里 有 很 多 好看 的 镜头 。	zhè bù diànyǐng lǐ yǒu hěn duō hǎokàn de jìngtóu .	There are many beautiful shots in this movie.
员工	employee; staff	yuán gōng	这 家 公司 有 很 多 员工 。	zhè jiā gōngsī yǒu hěn duō yuángōng .	This company has many employees.
扇	(measure word for doors, windows, etc.); to fan	shàn	请 打开 那 扇 门 。	qǐng dǎkāi nà shàn mén.	Please open that door.
阳光	sunshine; sunlight	yáng guāng	今天 阳光 很 好 。	jīntiān yángguāng hěn hǎo .	The sunshine is very good today.
好奇	curious	hào qí	孩子 对 什么 都 很 好奇 。	háizi duì shénme dōu hěn hàoqí .	Children are curious about everything.
了不起	amazing; terrific; extraordinary	liǎo bu qǐ	他 做 了 一 件 了不起 的 事 。	tā zuò le yī jiàn liǎobuqǐ de shì .	He did an amazing thing.
基地	base (of operations)	jī dì	这 是 一 个 军事 基地 。	zhè shì yī gè jūnshì jīdì .	This is a military base.
砍	to chop; to cut; to hack	kǎn	小心 别 砍 到 手 。	xiǎoxīn bié kǎn dào shǒu .	Be careful not to cut your hand.
假设	to suppose; to assume; hypothesis	jiǎ shè	假设 明天 下雨 ， 我们 就 不 出去 了 。	jiǎshè míngtiān xiàyǔ, wǒmen jiù bù chūqu le .	If it rains tomorrow, we won't go out.
聊天	to chat	liáo tiān	我 喜欢 和 朋友 聊天 。	wǒ xǐhuan hé péngyou liáotiān .	I like to chat with friends.
之外	outside; beyond; except	zhī wài	除 了 他 之外 ， 没有 人 知道 这 件 事 。	chú le tā zhīwài, méiyǒu rén zhīdào zhè jiàn shì .	Except for him, no one knows about this matter.
嫉妒	to be jealous; to envy	jí dù	不要 嫉妒 别人 的 成功 。	bùyào jídù biérén de chénggōng .	Don't be jealous of other people's success.
借口	excuse; pretext	jiè kǒu	他 迟到 了 ， 找 了 个 借口 。	tā chídào le, zhǎo le gè jièkǒu .	He was late and made an excuse.
土地	land; territory; soil	tǔ dì	这 片 土地 很 大 。	zhè piàn tǔdì hěn dà .	This piece of land is very big.
平	flat; level; equal; calm	píng	这 个 桌子 不 平 。	zhè ge zhuōzi bù píng .	This table is not level.
保姆	nanny; housekeeper	bǎo mǔ	她 在 别人 家 做 保姆 。	tā zài biérén jiā zuò bǎomǔ .	She works as a nanny in other people's homes.
抱怨	to complain; to grumble	bào yuàn	他 总是 抱怨 工作 太 累 。	tā zǒngshì bàoyuàn gōngzuò tài lèi .	He always complains that his work is too tiring.
注意力	attention	zhù yì lì	请 大家 集中 注意力 。	qǐng dàjiā jízhōng zhùyìlì .	Please everyone, focus your attention.
页	page	yè	请 打开 书 到 第十 页 。	qǐng dǎkāi shū dào dì shí yè .	Please open the book to page ten.
承受	to bear; to endure; to inherit	chéng shòu	我 无法 承受 这 种 压力 。	wǒ wúfǎ chéngshòu zhè zhǒng yālì .	I can't bear this kind of pressure.
签名	to sign (one's name); signature	qiān míng	请 在 这儿 签名 。	qǐng zài zhèr qiānmíng .	Please sign here.
时尚	fashion; fashionable	shí shàng	她 喜欢 穿 时尚 的 衣服 。	tā xǐhuan chuān shíshàng de yīfu .	She likes to wear fashionable clothes.
的话	if (conjunction)	de huà	如果 明天 天气 好 的话 ， 我们 就 去 公园 。	rúguǒ míngtiān tiānqì hǎo dehuà, wǒmen jiù qù gōngyuán .	If the weather is good tomorrow, we will go to the park.
文章	article; essay	wén zhāng	这 篇 文章 写 得 很 好 。	zhè piān wénzhāng xiě de hěn hǎo .	This article is very well written.
打架	to fight; to come to blows	dǎ jià	请 停止 打架 。	qǐng tíngzhǐ dǎjià .	Please stop fighting.
天赋	talent; gift; innate ability	tiān fù	他 有 音乐 天赋 。	tā yǒu yīnyuè tiānfù .	He has a talent for music.
整天	all day long	zhěng tiān	他 整天 都 在 工作 。	tā zhěngtiān dōu zài gōngzuò .	He works all day long.
海滩	beach	hǎi tān	我 喜欢 去 海滩 玩 。	wǒ xǐhuan qù hǎitān wán .	I like to go to the beach.
设备	equipment; facilities	shè bèi	这 个 房间 里 有 很 多 设备 。	zhè ge fángjiān lǐ yǒu hěn duō shèbèi .	There is a lot of equipment in this room.
打击	to strike; to hit; to attack	dǎ jī	这 件 事 对 他 的 打击 很 大 。	zhè jiàn shì duì tā de dǎjī hěn dà .	This incident was a big blow to him.
泡	to soak; to steep; bubble	pào	我 喜欢 泡 一 杯 茶 。	wǒ xǐhuan pào yī bēi chá .	I like to steep a cup of tea.
描述	to describe; description	miáo shù	描述 一下 这 个 人 的 样子 。	miáoshù yīxià zhè ge rén de yàngzi .	Describe what this person looks like.
医疗	medical treatment	yī liáo	他 需要 医疗 。	tā xūyào yīliáo .	He needs medical treatment.
袋子	bag; sack; pocket	dài zi	请 给 我 一 个 袋子 。	qǐng gěi wǒ yī gè dàizi .	Please give me a bag.
类似	similar; analogous	lèi sì	这 两 个 东西 看上去 很 类似 。	zhè liǎng ge dōngxi kànshangqu hěn lèisì .	These two things look very similar.
隐藏	to hide; to conceal	yǐn cáng	他 把 东西 隐藏 起来 了 。	tā bǎ dōngxi yǐncáng qǐlái le .	He hid something.
硬	hard; firm; tough	yìng	这 糖 很 硬 。	zhè táng hěn yìng .	This candy is very hard.
语言	language	yǔ yán	他 会 说 多 种 语言 。	tā huì shuō duō zhǒng yǔyán .	He can speak multiple languages.
